timestamp,src_ip,dst_ip,protocol,reconstruction_error,threshold,is_anomaly,attack_type,severity,confidence,risk_score,hint
2026-05-06 08:41:49.029564,185.220.101.1,192.168.1.17,TCP,39020424.321149,0.05,True,Probe,MEDIUM,0.859,0.884,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:39:49.029614,52.94.133.2,192.168.1.7,TCP,24179778.095006,0.05,True,Probe,MEDIUM,0.977,0.507,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:30:09.029668,52.94.133.2,192.168.1.4,ICMP,17776.546273,0.05,True,ICMP,CRITICAL,0.807,0.825,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 08:31:38.029719,185.220.101.1,192.168.1.6,TCP,32253486.253246,0.05,True,Probe,MEDIUM,0.96,0.576,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:59:30.029770,52.94.133.2,192.168.1.7,ICMP,7968.027205,0.05,True,ICMP,CRITICAL,0.856,0.447,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:19:33.029821,198.51.100.7,192.168.1.17,ICMP,16343.639512,0.05,True,ICMP,CRITICAL,0.948,0.729,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 10:04:51.029892,104.16.0.1,192.168.1.6,TCP,32563656.227404,0.05,True,Probe,MEDIUM,0.934,0.857,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:40:51.029956,185.220.101.1,192.168.1.19,TCP,22876376.160032,0.05,True,DoS,CRITICAL,0.802,0.897,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:52:51.030006,45.33.32.156,192.168.1.19,TCP,26957854.212184,0.05,True,PortScan,HIGH,0.904,0.463,Port scan on port 8630; Unusual port usage
2026-05-06 09:34:32.030057,185.220.101.1,192.168.1.18,ICMP,10204.439983,0.05,True,ICMP,CRITICAL,0.831,0.461,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:01:33.030113,104.16.0.1,192.168.1.15,TCP,27956464.150827,0.05,True,BruteForce,HIGH,0.832,0.739,Repeated auth attempts on port 21
2026-05-06 08:56:54.030165,91.108.4.1,192.168.1.17,TCP,23014558.068277,0.05,True,Probe,MEDIUM,0.707,0.95,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:49:02.030216,45.33.32.156,192.168.1.14,ICMP,15398.228976,0.05,True,ICMP,CRITICAL,0.936,0.561,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 10:24:13.030264,203.0.113.5,192.168.1.18,TCP,39439560.1283,0.05,True,PortScan,HIGH,0.777,0.673,Port scan on port 23367; Unusual port usage
2026-05-06 10:22:08.030321,52.94.133.2,192.168.1.16,TCP,43066732.311609,0.05,True,BruteForce,HIGH,0.719,0.425,Repeated auth attempts on port 23
2026-05-06 09:01:57.030370,52.94.133.2,192.168.1.13,ICMP,11904.41189,0.05,True,ICMP,CRITICAL,0.734,0.569,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:52:57.030419,45.33.32.156,192.168.1.16,TCP,22854560.337433,0.05,True,Probe,MEDIUM,0.922,0.81,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:28:26.030469,172.217.14.196,192.168.1.17,TCP,28098410.354465,0.05,True,PortScan,HIGH,0.783,0.702,Port scan on port 24738; Unusual port usage
2026-05-06 09:51:24.030544,185.220.101.1,192.168.1.19,TCP,22440914.439122,0.05,True,BruteForce,HIGH,0.811,0.482,Repeated auth attempts on port 21
2026-05-06 10:22:15.030593,203.0.113.5,192.168.1.19,TCP,41577868.289003,0.05,True,Probe,MEDIUM,0.797,0.951,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:42:05.030650,198.51.100.7,192.168.1.1,TCP,24058560.128561,0.05,True,BruteForce,HIGH,0.915,0.543,Repeated auth attempts on port 22
2026-05-06 09:06:53.030706,185.220.101.1,192.168.1.7,TCP,7507428.892316,0.05,True,DoS,CRITICAL,0.713,0.754,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:13:07.030764,172.217.14.196,192.168.1.12,TCP,36063676.312847,0.05,True,Probe,MEDIUM,0.808,0.921,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:16:33.030814,203.0.113.5,192.168.1.1,TCP,48907768.401342,0.05,True,DoS,CRITICAL,0.977,0.676,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:40:57.030865,203.0.113.5,192.168.1.12,TCP,28705170.318723,0.05,True,Probe,MEDIUM,0.719,0.924,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:35:01.030917,185.220.101.1,192.168.1.2,TCP,65266544.1731,0.05,True,PortScan,HIGH,0.82,0.928,Port scan on port 39526; Unusual port usage
2026-05-06 10:15:44.030968,52.94.133.2,192.168.1.12,TCP,31646058.065371,0.05,True,PortScan,HIGH,0.718,0.57,Port scan on port 22038; Unusual port usage
2026-05-06 08:56:47.031019,203.0.113.5,192.168.1.7,TCP,23630976.391828,0.05,True,Probe,MEDIUM,0.81,0.88,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:22:30.031069,172.217.14.196,192.168.1.18,TCP,3443174.101492,0.05,True,DoS,CRITICAL,0.822,0.947,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 10:10:12.031125,203.0.113.5,192.168.1.18,TCP,22815258.194632,0.05,True,BruteForce,HIGH,0.784,0.87,Repeated auth attempts on port 23
2026-05-06 08:28:33.031192,185.220.101.1,192.168.1.3,TCP,28639918.176247,0.05,True,Probe,MEDIUM,0.843,0.787,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:37:52.031238,45.33.32.156,192.168.1.19,TCP,30613158.057713,0.05,True,Probe,MEDIUM,0.842,0.452,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:17:57.031292,52.94.133.2,192.168.1.8,TCP,20920670.479471,0.05,True,BruteForce,HIGH,0.797,0.563,Repeated auth attempts on port 3389
2026-05-06 09:13:53.031340,52.94.133.2,192.168.1.18,ICMP,13243.69659,0.05,True,ICMP,CRITICAL,0.724,0.653,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 08:59:52.031389,203.0.113.5,192.168.1.19,TCP,29027630.286811,0.05,True,PortScan,HIGH,0.863,0.68,Port scan on port 22587; Unusual port usage
2026-05-06 09:24:01.031444,91.108.4.1,192.168.1.10,TCP,23074560.390201,0.05,True,BruteForce,HIGH,0.77,0.619,Repeated auth attempts on port 22
2026-05-06 09:06:12.031501,185.220.101.1,192.168.1.6,TCP,39060612.315913,0.05,True,Probe,MEDIUM,0.936,0.75,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:35:49.031550,203.0.113.5,192.168.1.10,TCP,5949309.808786,0.05,True,DoS,CRITICAL,0.914,0.689,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 10:14:23.031602,104.16.0.1,192.168.1.1,TCP,37935356.324749,0.05,True,Probe,MEDIUM,0.946,0.486,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:07:21.031652,104.16.0.1,192.168.1.14,TCP,26952098.141915,0.05,True,Probe,MEDIUM,0.957,0.64,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:05:42.031705,91.108.4.1,192.168.1.17,TCP,39969372.128186,0.05,True,Probe,MEDIUM,0.905,0.901,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:08:52.031755,91.108.4.1,192.168.1.18,TCP,42137548.143946,0.05,True,Probe,MEDIUM,0.836,0.492,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:03:06.031819,185.220.101.1,192.168.1.13,TCP,38943036.06745,0.05,True,PortScan,HIGH,0.978,0.77,Port scan on port 34416; Unusual port usage
2026-05-06 08:45:13.031874,52.94.133.2,192.168.1.10,TCP,31343098.129795,0.05,True,BruteForce,HIGH,0.785,0.932,Repeated auth attempts on port 21
2026-05-06 10:10:55.031930,185.220.101.1,192.168.1.19,TCP,23272626.45973,0.05,True,BruteForce,HIGH,0.922,0.653,Repeated auth attempts on port 22
2026-05-06 08:58:08.031986,104.16.0.1,192.168.1.5,TCP,87049736.374532,0.05,True,PortScan,HIGH,0.758,0.435,Port scan on port 64200; Unusual port usage
2026-05-06 08:50:41.032049,91.108.4.1,192.168.1.14,TCP,39521460.47029,0.05,True,Probe,MEDIUM,0.908,0.921,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:00:59.032096,91.108.4.1,192.168.1.19,TCP,43519488.482524,0.05,True,DoS,CRITICAL,0.75,0.92,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 10:01:36.032148,52.94.133.2,192.168.1.2,TCP,36744360.185582,0.05,True,Probe,MEDIUM,0.869,0.502,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:14:50.032200,52.94.133.2,192.168.1.19,TCP,30319072.4614,0.05,True,BruteForce,HIGH,0.821,0.846,Repeated auth attempts on port 23
2026-05-06 08:37:56.032249,52.94.133.2,192.168.1.7,TCP,18306906.467579,0.05,True,DoS,CRITICAL,0.855,0.964,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:13:12.032304,185.220.101.1,192.168.1.15,TCP,23997836.435416,0.05,True,Probe,MEDIUM,0.975,0.921,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:11:43.032352,45.33.32.156,192.168.1.4,ICMP,26733.820517,0.05,True,ICMP,CRITICAL,0.701,0.581,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:28:33.032405,185.220.101.1,192.168.1.19,TCP,33087750.335118,0.05,True,BruteForce,HIGH,0.798,0.862,Repeated auth attempts on port 22
2026-05-06 09:09:52.032471,104.16.0.1,192.168.1.9,TCP,34632116.459531,0.05,True,PortScan,HIGH,0.959,0.934,Port scan on port 31948; Unusual port usage
2026-05-06 08:46:51.032518,185.220.101.1,192.168.1.16,TCP,40314916.116121,0.05,True,PortScan,HIGH,0.861,0.946,Port scan on port 14858; Unusual port usage
2026-05-06 09:26:04.032570,198.51.100.7,192.168.1.16,TCP,28462696.488637,0.05,True,BruteForce,HIGH,0.877,0.856,Repeated auth attempts on port 21
2026-05-06 10:11:35.032616,45.33.32.156,192.168.1.12,TCP,24353926.130931,0.05,True,DoS,CRITICAL,0.743,0.606,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:38:54.032662,203.0.113.5,192.168.1.15,TCP,23037430.165345,0.05,True,DoS,CRITICAL,0.779,0.635,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:35:17.032709,52.94.133.2,192.168.1.2,TCP,39152400.0555,0.05,True,Probe,MEDIUM,0.843,0.97,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:56:16.032756,198.51.100.7,192.168.1.16,ICMP,14354.62642,0.05,True,ICMP,CRITICAL,0.713,0.783,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:41:23.032802,104.16.0.1,192.168.1.10,TCP,37824420.347966,0.05,True,Probe,MEDIUM,0.742,0.526,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:39:44.032849,203.0.113.5,192.168.1.2,TCP,70146600.095453,0.05,True,PortScan,HIGH,0.786,0.826,Port scan on port 60548; Unusual port usage
2026-05-06 08:50:58.032895,104.16.0.1,192.168.1.8,ICMP,10303.034479,0.05,True,ICMP,CRITICAL,0.977,0.953,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:50:30.032941,52.94.133.2,192.168.1.6,TCP,23456260.469602,0.05,True,DoS,CRITICAL,0.976,0.831,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:05:44.032988,104.16.0.1,192.168.1.18,TCP,41063080.378875,0.05,True,Probe,MEDIUM,0.712,0.423,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:13:06.033050,203.0.113.5,192.168.1.17,TCP,22404420.383204,0.05,True,Probe,MEDIUM,0.908,0.728,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:46:33.033103,45.33.32.156,192.168.1.13,TCP,26962002.489354,0.05,True,BruteForce,HIGH,0.928,0.45,Repeated auth attempts on port 23
2026-05-06 10:03:31.033149,172.217.14.196,192.168.1.3,ICMP,17652.465612,0.05,True,ICMP,CRITICAL,0.899,0.63,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 08:33:42.033196,45.33.32.156,192.168.1.6,ICMP,22401.704705,0.05,True,ICMP,CRITICAL,0.942,0.402,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 08:34:27.033244,52.94.133.2,192.168.1.17,ICMP,5975.153608,0.05,True,ICMP,CRITICAL,0.816,0.895,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 08:59:39.033292,203.0.113.5,192.168.1.15,TCP,33383816.097998,0.05,True,Probe,MEDIUM,0.805,0.958,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:07:30.033341,91.108.4.1,192.168.1.9,ICMP,13919.470657,0.05,True,ICMP,CRITICAL,0.781,0.527,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 10:17:21.033401,203.0.113.5,192.168.1.2,TCP,40425908.166773,0.05,True,BruteForce,HIGH,0.743,0.657,Repeated auth attempts on port 21
2026-05-06 08:45:52.033449,104.16.0.1,192.168.1.13,TCP,31632478.116329,0.05,True,PortScan,HIGH,0.779,0.926,Port scan on port 27600; Unusual port usage
2026-05-06 09:05:21.033496,45.33.32.156,192.168.1.17,TCP,66849104.077383,0.05,True,PortScan,HIGH,0.744,0.447,Port scan on port 42953; Unusual port usage
2026-05-06 08:45:01.033548,45.33.32.156,192.168.1.3,TCP,30177300.304502,0.05,True,BruteForce,HIGH,0.725,0.896,Repeated auth attempts on port 3389
2026-05-06 08:27:50.033594,185.220.101.1,192.168.1.2,TCP,35428960.282138,0.05,True,Probe,MEDIUM,0.728,0.665,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:40:04.033654,52.94.133.2,192.168.1.6,TCP,1343520.114279,0.05,True,DoS,CRITICAL,0.97,0.703,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 10:07:47.033701,104.16.0.1,192.168.1.17,TCP,11560781.47178,0.05,True,DoS,CRITICAL,0.961,0.62,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:48:45.033750,198.51.100.7,192.168.1.4,ICMP,15003.660543,0.05,True,ICMP,CRITICAL,0.732,0.662,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:53:42.033798,52.94.133.2,192.168.1.12,TCP,24098452.058568,0.05,True,DoS,CRITICAL,0.955,0.878,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:48:36.033850,104.16.0.1,192.168.1.4,TCP,29506012.162396,0.05,True,DoS,CRITICAL,0.956,0.649,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:29:10.033898,185.220.101.1,192.168.1.15,TCP,30949428.090035,0.05,True,PortScan,HIGH,0.742,0.815,Port scan on port 14688; Unusual port usage
2026-05-06 10:12:09.033947,198.51.100.7,192.168.1.4,TCP,27987000.348236,0.05,True,Probe,MEDIUM,0.778,0.707,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:03:31.033999,203.0.113.5,192.168.1.9,TCP,154907.29714,0.05,True,DoS,CRITICAL,0.977,0.903,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:42:50.034060,203.0.113.5,192.168.1.15,TCP,31307472.136746,0.05,True,PortScan,HIGH,0.843,0.945,Port scan on port 18576; Unusual port usage
2026-05-06 08:43:16.034127,52.94.133.2,192.168.1.6,TCP,40505072.333152,0.05,True,BruteForce,HIGH,0.877,0.557,Repeated auth attempts on port 23
2026-05-06 09:09:58.034182,52.94.133.2,192.168.1.17,TCP,26003434.244037,0.05,True,BruteForce,HIGH,0.709,0.573,Repeated auth attempts on port 21
2026-05-06 09:30:21.034237,104.16.0.1,192.168.1.11,TCP,29128698.244235,0.05,True,BruteForce,HIGH,0.962,0.822,Repeated auth attempts on port 21
2026-05-06 08:46:22.034285,172.217.14.196,192.168.1.7,TCP,44412720.462134,0.05,True,DoS,CRITICAL,0.744,0.938,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:27:58.034350,45.33.32.156,192.168.1.16,TCP,43386.144282,0.05,True,DoS,CRITICAL,0.869,0.732,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:58:44.034404,172.217.14.196,192.168.1.4,TCP,22712832.380714,0.05,True,Probe,MEDIUM,0.92,0.649,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:39:08.034460,185.220.101.1,192.168.1.19,ICMP,15800.284021,0.05,True,ICMP,CRITICAL,0.756,0.447,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 10:24:56.034513,52.94.133.2,192.168.1.6,TCP,42507160.475273,0.05,True,Probe,MEDIUM,0.797,0.847,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:40:50.034562,104.16.0.1,192.168.1.11,TCP,20748492.376211,0.05,True,Probe,MEDIUM,0.872,0.838,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:44:05.034610,203.0.113.5,192.168.1.5,TCP,13069890.371167,0.05,True,DoS,CRITICAL,0.706,0.613,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 10:15:54.034658,104.16.0.1,192.168.1.14,TCP,71630888.322553,0.05,True,PortScan,HIGH,0.933,0.501,Port scan on port 58545; Unusual port usage
2026-05-06 10:16:59.034708,203.0.113.5,192.168.1.2,TCP,23966430.394288,0.05,True,Probe,MEDIUM,0.945,0.845,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:17:21.034774,91.108.4.1,192.168.1.12,TCP,39224504.491572,0.05,True,BruteForce,HIGH,0.785,0.545,Repeated auth attempts on port 22
2026-05-06 09:22:17.034833,172.217.14.196,192.168.1.4,ICMP,22624.183318,0.05,True,ICMP,CRITICAL,0.858,0.852,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:40:28.034895,172.217.14.196,192.168.1.2,TCP,41746232.227551,0.05,True,BruteForce,HIGH,0.724,0.416,Repeated auth attempts on port 23
2026-05-06 08:36:33.034943,198.51.100.7,192.168.1.18,ICMP,23436.216152,0.05,True,ICMP,CRITICAL,0.823,0.903,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:22:46.035004,203.0.113.5,192.168.1.11,ICMP,24168.334415,0.05,True,ICMP,CRITICAL,0.902,0.619,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 08:38:43.035051,198.51.100.7,192.168.1.19,ICMP,5966.647049,0.05,True,ICMP,CRITICAL,0.889,0.906,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 10:09:52.035098,172.217.14.196,192.168.1.18,TCP,40779320.447162,0.05,True,Probe,MEDIUM,0.798,0.911,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:11:03.035146,203.0.113.5,192.168.1.8,ICMP,3960.515809,0.05,True,ICMP,CRITICAL,0.975,0.434,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:47:59.035194,91.108.4.1,192.168.1.17,ICMP,6570.436839,0.05,True,ICMP,CRITICAL,0.956,0.526,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:52:14.035241,91.108.4.1,192.168.1.19,TCP,905216.738637,0.05,True,DoS,CRITICAL,0.833,0.531,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:28:31.035289,91.108.4.1,192.168.1.17,TCP,19670768.445018,0.05,True,DoS,CRITICAL,0.766,0.56,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:27:14.035336,91.108.4.1,192.168.1.6,TCP,21195446.243433,0.05,True,Probe,MEDIUM,0.736,0.84,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:25:54.035384,91.108.4.1,192.168.1.4,ICMP,27161.489135,0.05,True,ICMP,CRITICAL,0.779,0.56,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:25:06.035431,45.33.32.156,192.168.1.2,TCP,1246595.783945,0.05,True,DoS,CRITICAL,0.72,0.782,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:33:21.035479,91.108.4.1,192.168.1.1,TCP,39016104.382941,0.05,True,PortScan,HIGH,0.753,0.966,Port scan on port 14023; Unusual port usage
2026-05-06 09:50:29.035526,172.217.14.196,192.168.1.1,TCP,48605488.390997,0.05,True,PortScan,HIGH,0.937,0.438,Port scan on port 43926; Unusual port usage
2026-05-06 09:19:50.035588,91.108.4.1,192.168.1.12,ICMP,7857.003889,0.05,True,ICMP,CRITICAL,0.897,0.887,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 10:01:29.035634,203.0.113.5,192.168.1.5,ICMP,6940.467152,0.05,True,ICMP,CRITICAL,0.764,0.86,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 08:44:54.035679,104.16.0.1,192.168.1.1,TCP,18814622.379695,0.05,True,DoS,CRITICAL,0.891,0.487,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:49:42.035731,91.108.4.1,192.168.1.12,TCP,34484908.245049,0.05,True,BruteForce,HIGH,0.825,0.454,Repeated auth attempts on port 3389
2026-05-06 08:36:39.035777,104.16.0.1,192.168.1.15,ICMP,17944.836362,0.05,True,ICMP,CRITICAL,0.87,0.905,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:30:08.035822,185.220.101.1,192.168.1.14,TCP,72141360.433177,0.05,True,PortScan,HIGH,0.8,0.76,Port scan on port 48637; Unusual port usage
2026-05-06 10:14:05.035867,45.33.32.156,192.168.1.2,TCP,41915212.090532,0.05,True,PortScan,HIGH,0.819,0.449,Port scan on port 34996; Unusual port usage
2026-05-06 08:28:28.035914,104.16.0.1,192.168.1.7,ICMP,4181.982732,0.05,True,ICMP,CRITICAL,0.752,0.538,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 10:04:15.035959,45.33.32.156,192.168.1.19,TCP,22581880.173126,0.05,True,DoS,CRITICAL,0.781,0.944,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:39:56.036011,172.217.14.196,192.168.1.5,TCP,31515224.267355,0.05,True,BruteForce,HIGH,0.817,0.846,Repeated auth attempts on port 22
