timestamp,src_ip,dst_ip,protocol,reconstruction_error,threshold,is_anomaly,attack_type,severity,confidence,risk_score,hint
2026-05-06 10:25:24.445583,52.94.133.2,192.168.1.16,TCP,30202740.24209,0.05,True,Probe,MEDIUM,0.94,0.779,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:03:41.445635,91.108.4.1,192.168.1.3,TCP,33696880.18205,0.05,True,DoS,CRITICAL,0.783,0.463,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:38:09.445697,203.0.113.5,192.168.1.9,TCP,2037224.696333,0.05,True,DoS,CRITICAL,0.864,0.878,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:58:50.445756,185.220.101.1,192.168.1.12,TCP,222401.304078,0.05,True,DoS,CRITICAL,0.849,0.525,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:35:41.445808,91.108.4.1,192.168.1.17,ICMP,20549.94095,0.05,True,ICMP,CRITICAL,0.849,0.467,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:12:08.445861,104.16.0.1,192.168.1.8,TCP,10731870.055009,0.05,True,DoS,CRITICAL,0.738,0.869,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 10:09:21.445924,185.220.101.1,192.168.1.9,TCP,20434838.388188,0.05,True,BruteForce,HIGH,0.963,0.751,Repeated auth attempts on port 3389
2026-05-06 09:54:15.445972,52.94.133.2,192.168.1.17,TCP,48073612.417735,0.05,True,PortScan,HIGH,0.772,0.647,Port scan on port 18318; Unusual port usage
2026-05-06 09:01:47.446038,52.94.133.2,192.168.1.6,ICMP,6977.450753,0.05,True,ICMP,CRITICAL,0.865,0.875,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 10:14:27.446103,172.217.14.196,192.168.1.15,TCP,36958948.245784,0.05,True,BruteForce,HIGH,0.964,0.682,Repeated auth attempts on port 21
2026-05-06 09:02:48.446153,185.220.101.1,192.168.1.13,ICMP,4078.494557,0.05,True,ICMP,CRITICAL,0.786,0.402,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 10:07:34.446203,172.217.14.196,192.168.1.19,ICMP,10288.894495,0.05,True,ICMP,CRITICAL,0.801,0.704,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:54:32.446251,104.16.0.1,192.168.1.1,TCP,8967798.051785,0.05,True,DoS,CRITICAL,0.707,0.609,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:32:47.446300,52.94.133.2,192.168.1.18,ICMP,24746.436298,0.05,True,ICMP,CRITICAL,0.74,0.43,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 08:26:17.446349,52.94.133.2,192.168.1.4,ICMP,8928.871615,0.05,True,ICMP,CRITICAL,0.881,0.52,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:01:15.446404,203.0.113.5,192.168.1.11,TCP,24971448.07277,0.05,True,BruteForce,HIGH,0.716,0.879,Repeated auth attempts on port 22
2026-05-06 09:13:30.446461,203.0.113.5,192.168.1.6,TCP,27209206.126603,0.05,True,BruteForce,HIGH,0.944,0.986,Repeated auth attempts on port 3389
2026-05-06 09:57:05.446509,91.108.4.1,192.168.1.13,TCP,1016872.741482,0.05,True,DoS,CRITICAL,0.777,0.918,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:06:00.446559,104.16.0.1,192.168.1.6,ICMP,12982.669329,0.05,True,ICMP,CRITICAL,0.882,0.509,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 08:27:26.446607,91.108.4.1,192.168.1.3,TCP,39871160.090863,0.05,True,Probe,MEDIUM,0.902,0.67,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:24:40.446669,52.94.133.2,192.168.1.17,ICMP,3499.067639,0.05,True,ICMP,CRITICAL,0.819,0.988,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:26:47.446716,172.217.14.196,192.168.1.10,TCP,57950060.416065,0.05,True,PortScan,HIGH,0.767,0.645,Port scan on port 50048; Unusual port usage
2026-05-06 08:38:22.446762,203.0.113.5,192.168.1.17,TCP,4892769.211699,0.05,True,DoS,CRITICAL,0.899,0.843,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:57:35.446809,45.33.32.156,192.168.1.2,TCP,46048896.116283,0.05,True,DoS,CRITICAL,0.742,0.569,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 10:16:16.446859,91.108.4.1,192.168.1.15,TCP,20322514.398058,0.05,True,Probe,MEDIUM,0.786,0.496,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:04:13.446924,198.51.100.7,192.168.1.14,TCP,32412634.234581,0.05,True,BruteForce,HIGH,0.972,0.707,Repeated auth attempts on port 21
2026-05-06 10:02:51.446973,198.51.100.7,192.168.1.6,TCP,38247220.473475,0.05,True,Probe,MEDIUM,0.726,0.41,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:06:07.447019,52.94.133.2,192.168.1.19,TCP,3677770.656528,0.05,True,DoS,CRITICAL,0.73,0.782,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:33:45.447066,172.217.14.196,192.168.1.10,TCP,13501822.181942,0.05,True,DoS,CRITICAL,0.738,0.741,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:47:45.447112,91.108.4.1,192.168.1.14,TCP,26883716.381982,0.05,True,Probe,MEDIUM,0.919,0.958,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:17:10.447158,45.33.32.156,192.168.1.17,TCP,1481917.243365,0.05,True,DoS,CRITICAL,0.704,0.408,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:45:35.447204,185.220.101.1,192.168.1.4,TCP,141976.513675,0.05,True,DoS,CRITICAL,0.729,0.945,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:22:58.447251,45.33.32.156,192.168.1.1,TCP,22475294.482796,0.05,True,Probe,MEDIUM,0.917,0.679,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:48:06.447319,91.108.4.1,192.168.1.11,TCP,44945796.137227,0.05,True,BruteForce,HIGH,0.806,0.882,Repeated auth attempts on port 3389
2026-05-06 08:50:31.447365,91.108.4.1,192.168.1.8,TCP,25875844.286779,0.05,True,Probe,MEDIUM,0.859,0.435,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:36:16.447412,104.16.0.1,192.168.1.16,ICMP,28732.261123,0.05,True,ICMP,CRITICAL,0.793,0.599,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:44:49.447465,52.94.133.2,192.168.1.6,TCP,30832316.261326,0.05,True,BruteForce,HIGH,0.924,0.853,Repeated auth attempts on port 23
2026-05-06 09:31:44.447512,198.51.100.7,192.168.1.9,TCP,34238144.244333,0.05,True,DoS,CRITICAL,0.744,0.433,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:52:29.447559,185.220.101.1,192.168.1.11,TCP,24120962.312953,0.05,True,Probe,MEDIUM,0.845,0.776,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:51:00.447605,198.51.100.7,192.168.1.5,TCP,22965846.358441,0.05,True,Probe,MEDIUM,0.935,0.409,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:01:47.447658,52.94.133.2,192.168.1.5,TCP,29569034.373142,0.05,True,Probe,MEDIUM,0.856,0.516,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:16:36.447711,52.94.133.2,192.168.1.17,TCP,25713058.464846,0.05,True,BruteForce,HIGH,0.807,0.855,Repeated auth attempts on port 23
2026-05-06 09:44:13.447764,52.94.133.2,192.168.1.5,TCP,119491.192878,0.05,True,DoS,CRITICAL,0.902,0.891,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:59:52.447821,104.16.0.1,192.168.1.2,TCP,881488.5281,0.05,True,DoS,CRITICAL,0.803,0.685,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:06:23.447881,104.16.0.1,192.168.1.19,TCP,37823972.129902,0.05,True,BruteForce,HIGH,0.934,0.705,Repeated auth attempts on port 22
2026-05-06 09:57:28.447944,45.33.32.156,192.168.1.13,TCP,7245074.055258,0.05,True,DoS,CRITICAL,0.901,0.949,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:31:32.447991,198.51.100.7,192.168.1.8,TCP,49181324.257019,0.05,True,DoS,CRITICAL,0.793,0.41,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:34:18.448043,91.108.4.1,192.168.1.19,TCP,28179946.1765,0.05,True,BruteForce,HIGH,0.935,0.776,Repeated auth attempts on port 22
2026-05-06 08:42:20.448089,52.94.133.2,192.168.1.14,TCP,14313981.324093,0.05,True,DoS,CRITICAL,0.973,0.637,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:58:36.448136,45.33.32.156,192.168.1.16,TCP,34283956.252641,0.05,True,Probe,MEDIUM,0.79,0.87,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:07:40.448183,198.51.100.7,192.168.1.9,ICMP,13919.561842,0.05,True,ICMP,CRITICAL,0.794,0.604,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:38:27.448229,104.16.0.1,192.168.1.2,TCP,40453468.428175,0.05,True,Probe,MEDIUM,0.882,0.926,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:57:36.448276,104.16.0.1,192.168.1.17,ICMP,11172.266285,0.05,True,ICMP,CRITICAL,0.902,0.608,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:16:08.448322,45.33.32.156,192.168.1.14,TCP,66514868.401866,0.05,True,PortScan,HIGH,0.73,0.572,Port scan on port 42632; Unusual port usage
2026-05-06 09:03:16.448370,198.51.100.7,192.168.1.5,TCP,63590256.219515,0.05,True,PortScan,HIGH,0.848,0.739,Port scan on port 47796; Unusual port usage
2026-05-06 09:19:21.448419,198.51.100.7,192.168.1.5,TCP,14915676.431429,0.05,True,DoS,CRITICAL,0.862,0.976,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 10:04:20.448473,91.108.4.1,192.168.1.18,TCP,37944288.255808,0.05,True,BruteForce,HIGH,0.947,0.438,Repeated auth attempts on port 3389
2026-05-06 09:32:52.448537,185.220.101.1,192.168.1.18,ICMP,11933.071379,0.05,True,ICMP,CRITICAL,0.934,0.599,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 10:24:33.448587,172.217.14.196,192.168.1.12,TCP,23035178.37311,0.05,True,DoS,CRITICAL,0.711,0.47,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:04:57.448634,104.16.0.1,192.168.1.14,TCP,52528340.41846,0.05,True,PortScan,HIGH,0.776,0.816,Port scan on port 42026; Unusual port usage
2026-05-06 09:35:04.448680,185.220.101.1,192.168.1.14,ICMP,19271.029704,0.05,True,ICMP,CRITICAL,0.933,0.628,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:28:38.448727,203.0.113.5,192.168.1.3,TCP,36074536.375671,0.05,True,PortScan,HIGH,0.965,0.909,Port scan on port 23637; Unusual port usage
2026-05-06 10:08:10.448780,172.217.14.196,192.168.1.9,TCP,37470588.08426,0.05,True,BruteForce,HIGH,0.946,0.937,Repeated auth attempts on port 3389
2026-05-06 10:20:26.448827,172.217.14.196,192.168.1.19,TCP,3022311.951253,0.05,True,DoS,CRITICAL,0.963,0.985,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:36:42.448873,45.33.32.156,192.168.1.15,TCP,50131640.126195,0.05,True,DoS,CRITICAL,0.763,0.445,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:33:56.448924,172.217.14.196,192.168.1.7,TCP,26852932.168118,0.05,True,Probe,MEDIUM,0.842,0.796,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:55:57.448982,52.94.133.2,192.168.1.15,TCP,59837168.12579,0.05,True,PortScan,HIGH,0.931,0.658,Port scan on port 39583; Unusual port usage
2026-05-06 09:55:56.449038,185.220.101.1,192.168.1.5,TCP,31475912.469321,0.05,True,BruteForce,HIGH,0.957,0.472,Repeated auth attempts on port 3389
2026-05-06 08:28:10.449090,172.217.14.196,192.168.1.9,TCP,50516608.275161,0.05,True,PortScan,HIGH,0.884,0.545,Port scan on port 43828; Unusual port usage
2026-05-06 10:07:01.449157,104.16.0.1,192.168.1.7,TCP,47825048.259043,0.05,True,DoS,CRITICAL,0.745,0.954,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:38:46.449203,52.94.133.2,192.168.1.8,TCP,82677800.159708,0.05,True,PortScan,HIGH,0.788,0.686,Port scan on port 57689; Unusual port usage
2026-05-06 10:09:53.449250,104.16.0.1,192.168.1.3,TCP,24390384.250018,0.05,True,Probe,MEDIUM,0.927,0.558,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:57:32.449302,185.220.101.1,192.168.1.1,TCP,26644740.311951,0.05,True,BruteForce,HIGH,0.959,0.681,Repeated auth attempts on port 21
2026-05-06 08:46:20.449356,52.94.133.2,192.168.1.8,TCP,34472660.232119,0.05,True,Probe,MEDIUM,0.842,0.533,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:54:23.449409,52.94.133.2,192.168.1.14,TCP,42389800.486572,0.05,True,BruteForce,HIGH,0.832,0.443,Repeated auth attempts on port 23
2026-05-06 08:33:48.449456,172.217.14.196,192.168.1.17,TCP,45223424.126406,0.05,True,Probe,MEDIUM,0.937,0.803,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:16:13.449503,45.33.32.156,192.168.1.19,TCP,41011320.052152,0.05,True,Probe,MEDIUM,0.908,0.654,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:20:09.449551,185.220.101.1,192.168.1.15,TCP,80814064.315385,0.05,True,PortScan,HIGH,0.952,0.937,Port scan on port 56860; Unusual port usage
2026-05-06 09:27:50.449600,185.220.101.1,192.168.1.15,TCP,47451364.084187,0.05,True,PortScan,HIGH,0.834,0.744,Port scan on port 33411; Unusual port usage
2026-05-06 10:13:21.449650,52.94.133.2,192.168.1.17,TCP,94221040.229547,0.05,True,PortScan,HIGH,0.855,0.468,Port scan on port 64385; Unusual port usage
2026-05-06 10:00:38.449702,52.94.133.2,192.168.1.4,TCP,14415969.313779,0.05,True,DoS,CRITICAL,0.765,0.734,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:04:55.449763,203.0.113.5,192.168.1.8,TCP,60940144.064293,0.05,True,PortScan,HIGH,0.912,0.95,Port scan on port 52939; Unusual port usage
2026-05-06 08:53:52.449815,203.0.113.5,192.168.1.13,TCP,22383824.381717,0.05,True,BruteForce,HIGH,0.844,0.68,Repeated auth attempts on port 21
2026-05-06 09:24:31.449861,185.220.101.1,192.168.1.3,TCP,30915970.354131,0.05,True,Probe,MEDIUM,0.717,0.693,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:36:37.449907,203.0.113.5,192.168.1.4,TCP,45694448.118689,0.05,True,PortScan,HIGH,0.877,0.714,Port scan on port 22128; Unusual port usage
2026-05-06 08:36:03.449959,91.108.4.1,192.168.1.15,TCP,23720660.235289,0.05,True,BruteForce,HIGH,0.829,0.423,Repeated auth attempts on port 21
2026-05-06 09:28:36.450004,52.94.133.2,192.168.1.8,TCP,810332.060223,0.05,True,DoS,CRITICAL,0.897,0.937,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 08:52:24.450050,45.33.32.156,192.168.1.3,ICMP,12618.014736,0.05,True,ICMP,CRITICAL,0.918,0.474,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:11:47.450096,104.16.0.1,192.168.1.1,TCP,54888916.26633,0.05,True,PortScan,HIGH,0.899,0.433,Port scan on port 35275; Unusual port usage
2026-05-06 10:15:08.450142,104.16.0.1,192.168.1.8,TCP,33877460.054276,0.05,True,PortScan,HIGH,0.733,0.803,Port scan on port 8142; Unusual port usage
2026-05-06 09:37:38.450188,45.33.32.156,192.168.1.12,TCP,85395168.337823,0.05,True,PortScan,HIGH,0.965,0.947,Port scan on port 62422; Unusual port usage
2026-05-06 10:20:06.450241,198.51.100.7,192.168.1.15,ICMP,7769.380189,0.05,True,ICMP,CRITICAL,0.74,0.437,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 09:49:41.450298,104.16.0.1,192.168.1.1,TCP,26458936.151406,0.05,True,Probe,MEDIUM,0.867,0.544,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:57:50.450368,104.16.0.1,192.168.1.5,ICMP,18547.903835,0.05,True,ICMP,CRITICAL,0.714,0.507,IP fragmentation storm; Unusual TTL; ICMP anomaly
2026-05-06 08:29:34.450421,185.220.101.1,192.168.1.14,TCP,26100256.389951,0.05,True,BruteForce,HIGH,0.897,0.424,Repeated auth attempts on port 22
2026-05-06 09:45:54.450468,52.94.133.2,192.168.1.12,TCP,37920024.474057,0.05,True,Probe,MEDIUM,0.963,0.777,Maximum-size HTTPS packet; possible covert channel
2026-05-06 08:56:23.450514,198.51.100.7,192.168.1.10,TCP,24093502.376259,0.05,True,DoS,CRITICAL,0.978,0.615,SYN flood; Unusual TTL; Unusual port usage
2026-05-06 09:30:26.450560,172.217.14.196,192.168.1.6,TCP,31213624.419814,0.05,True,Probe,MEDIUM,0.75,0.977,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:23:44.450608,45.33.32.156,192.168.1.19,TCP,27856802.124535,0.05,True,Probe,MEDIUM,0.919,0.867,Maximum-size HTTPS packet; possible covert channel
2026-05-06 09:28:09.450654,91.108.4.1,192.168.1.14,TCP,50707344.407376,0.05,True,PortScan,HIGH,0.881,0.928,Port scan on port 35444; Unusual port usage
2026-05-06 08:44:58.450702,198.51.100.7,192.168.1.14,TCP,29447924.115636,0.05,True,PortScan,HIGH,0.851,0.88,Port scan on port 10628; Unusual port usage
2026-05-06 09:49:09.450756,91.108.4.1,192.168.1.14,TCP,68212024.33687,0.05,True,PortScan,HIGH,0.78,0.536,Port scan on port 53218; Unusual port usage
2026-05-06 08:30:21.450807,45.33.32.156,192.168.1.6,TCP,25552870.419555,0.05,True,Probe,MEDIUM,0.772,0.405,Maximum-size HTTPS packet; possible covert channel
2026-05-06 10:19:51.450858,203.0.113.5,192.168.1.17,TCP,92793344.116587,0.05,True,PortScan,HIGH,0.768,0.823,Port scan on port 63616; Unusual port usage
